id,name,updDesc
10036337,کفش مخصوص دویدن زنانه 361 درجه مدل 682032205,"This is a women's running shoe made of synthetic fibers and mesh, featuring a knit upper, a prominent logo on the side, and a padded collar. The shoe has a thermoplastic polyurethane (TPU) sole with a distinctive white pattern and a cushioned, interchangeable insole. It includes a lace-up design and specialized qualities such as abrasion resistance, breathability, pressure reduction, and flexibility, suggesting a focus on performance and comfort."
10042205,واکس براق کننده کفش گلد کر مدل GC4002 کد NU11,"This is a shoe shine wax from Gold Care, made in Turkey, intended to maintain the shine of leather shoes. The visible aspects include the product's purpose, the brand ""GOLD CARE,"" and the quantity of the product, which is 11 ml. The design on the label includes an elephant silhouette, suggesting a premium or classic image associated with the product. The specific type of shoe care is indicated by the term ""PARLATICI SÜNGER,"" which implies that the product may contain wax or a similar substance to create a protective layer on the leather."
10046270,نیم بوت زنانه مدل 459b,"This is a women's ankle boot made of synthetic leather with a low shaft height and a four-centimeter heel height. It features zip closure, a wide toe shape, metal eyelets for laces, a pull tab at the back, a solid heel design, and a textured sole, suitable for everyday use. It is produced in Iran."
10047353,کفش زنانه مدل آروین طبی رنگ مشکی,"This is a pair of women's casual black shoes made of synthetic leather, featuring a slip-on closure, a 4.5 cm block heel, and suitable for everyday, office, and formal occasions. The shoes have a polished finish and a minimalistic design focusing on functionality and elegance. There's no visible branding other than the word ""FASHION"" embossed on the heel."
10048119,واکس کفش گلد کر مدل GC2015 کد Nu80,"This is a Gold Care Shoe Wax model GC2015 code Nu80, designed for self-shining, with a beige cap and a label indicating it is from the brand 'GOLD CARE'."
10053404,صندل زنانه کد 3002,"This is a grey high-heeled women's sandal with a pointed toe, a thin ankle strap secured by a small buckle closure, made of genuine leather. It features a Neolite sole and a wide heel with an eight-centimeter height, suitable for formal and office use as well as parties."
10054449,کفش زنانه مدل ستیلا JB1590,"This is a women's shoe made of artificial leather, featuring a slip-on design with a wide heel, visible stitching along the seams. It is suitable for daily wear, office, formal occasions, and parties."
10054780,کفش زنانه مدل آناهیتا JB1599,"This is a women's shoe made of synthetic leather with a pebbled texture, featuring a slip-on design and a wide heel. It is suitable for everyday, office, formal occasions, and parties. The sole appears to be of a contrasting material, suggesting a durable construction."
10057899,نیم بوت زنانه مدل پلنگی052 هورس رنگ مشکی,"This is a women's leopard print ankle boot with a black pattern, made from cotton fibers, elastic swimming fabric, and horse material. It features a zip closure, a wide toe shape, and a wide heel design with a heel height of seven centimeters. Suitable for everyday wear and parties, this boot is produced in Iran."
10065522,اسپری تمیز کننده کفش بلرتو مدل BE1170 کد NU150,"This is a black shoe cleaning spray bottle labeled ""Belerto"" with a graphic of a person cleaning a shoe on the label. The product is described as suitable for suede and nubuck care, and it is indicated to be neutral in color. The bottle has a pump dispenser and is made of plastic."
10070116,نیم بوت زنانه چرم آفتاب مدل S 406,"This is a women's ankle boot made of natural leather, featuring a zip closure and a round metal ring attached to the zipper pull. It has a wide toe shape, is laced up with black laces, and has a 3.5 cm flat heel. The boot has a thick sole with a textured pattern, suitable for casual, everyday, office, and formal occasions."
10074457,دمپایی زنانه مدل شیما کد 1112,This is a women's slipper made of synthetic leather.
10077431,دمپایی زنانه شیفر مدل 1002A100101,"This is a women's slipper made of synthetic leather, originating from Iran. It features a decorative flower design on the strap, a contoured footbed, and a patterned sole with visible stitching."
10077613,دمپایی زنانه شیفر مدل 1002A100181,"This is a women's slipper made of artificial leather, featuring a white upper with a decorative floral embossed design, a black outsole, and a black toe cap. The sole has a textured pattern, and the slipper is designed to slip on easily. It is proudly designed and produced in Iran."
10077773,دمپایی زنانه شیفر مدل 1002A100165,"This is a women's slipper made of synthetic leather, featuring a flat sole with a beige upper that has decorative stitching and a floral pattern. The shoe has a contoured insole, a dark brown outsole with a subtle tread pattern, and appears to be a slip-on style. It originates from and is produced in Iran."
10077902,دمپایی زنانه شیفر مدل 1002A100109,"This is a pink open-toe slide sandal for women made of synthetic leather, featuring a floral pattern on the upper part and a black sole. The brand and manufacturer are both based in Iran."
10078229,نیم بوت زنانه کفش مسعود تبریز مدل K-22,"This is a women's ankle boot made of natural leather with a textured surface, featuring a zip closure on the outer side. The sole appears to be made of a dark material, possibly rubber, and it has a 2.5 cm wide heel at the back. The design suggests a modern style suitable for casual, everyday, and formal use, made in Iran."
10078341,نیم بوت زنانه کفش مسعود تبریز مدل K-23,"This is a women's ankle boot in grey, made of natural leather, featuring a zip closure on the side. It has a wide toe shape and a 2.5 cm wide heel, making it suitable for casual, everyday, and formal use. The sole is black and seems sturdy, suggesting a design that values both style and practicality. The brand and production originate from Iran."
10078444,دمپایی زنانه شیفر مدل 1002A100100,"This is a women's slipper made of synthetic leather featuring a white upper with a decorative gold floral pattern and black outsole, with the brand and manufacturer located in Iran."
10078952,کفش زنانه روشن مدل 4189,"This is a pair of women's black leather slip-on shoes made of natural leather with a pebbled texture, featuring a solid block heel design and a low shaft height. The closure type is simple, likely elastic goring for ease of slipping on. The sole has a visible tread pattern, suggesting it's designed for traction and suitable for everyday wear, office and formal settings, and parties. There's no visible branding or additional design elements aside from the textural pattern on the upper part of the shoe."
10078998,کفش زنانه روشن مدل 4189,"This is a pair of women's brown leather ankle boots with a low heel, featuring a pebbled texture on the upper part and a smooth, darker brown lining. The shaft height appears to be around 3-4 inches, and the heel height seems to be approximately 2 inches. The design includes a patterned stitching along the seams, and there is a simple closure type at the back of the boot. The specific type of the shoe is an ankle boot, suitable for casual or business-casual attire. These shoes are designed for everyday use."
10079478,نیم بوت زنانه مدل بنکی,"This is a women's black ankle-high boot made of synthetic leather with a smooth exterior and a visible seam running down the center of the shaft. The boot features a lace-up closure, three straps with buckles across the top, and a thick, textured sole. It has a wide toe shape and a wide heel, making it suitable for everyday wear, office and formal occasions, and parties. The interior lining appears to be a darker shade of black than the exterior."
1008011,دمپایی زنانه آرای مدل دورنا,This is a navy blue women's slipper made of leather.
10080696,نیم بوت زنانه مدل داکی,"This is a pair of women's ankle boots made from synthetic leather, featuring a slip-on design with elastic side panels for ease of wear, a wide toe shape, and a wide heel suitable for everyday wear, office and formal occasions, as well as parties. The sole is thick and textured, and the heel appears to be of moderate height. The shaft extends to mid-calf height."
10081490,نیم بوت زنانه مدل 41352,"This is a women's black ankle boot made of synthetic leather with a pebbled texture on the shaft. It features a zip closure, a silver-colored buckle, and a wide toe shape. The boot has a chunky heel and a rugged tread pattern on the sole, making it suitable for everyday wear, office and formal occasions, and parties."
10084750,دمپایی زنانه شیفر مدل 1001D100100,"This is a women's slipper made of synthetic leather from Iran, featuring cut-out patterns on the upper part and a single strap across the foot, with black outsoles."
10084848,دمپایی زنانه شیفر مدل 1001D100112,"This is a women's slipper made of synthetic leather, produced in Iran. It features an open-toe design with a blue upper and a black outsole. The sandal includes a cut-out design on the front strap and a white logo on the heel strap. It has a low-profile shaft height and heel height, suggesting a flat sole."
10085032,دمپایی زنانه شیفر مدل 1001D100147,"This is a women's slide sandal made of synthetic leather, proudly crafted in Iran. It features an open-toe design with a cut-out pattern on the upper part. The color is a muted pink or beige, and it has a black outsole. The shoe has a flat sole with no significant heel height, and there is no visible closure mechanism such as straps or buckles. The specific type of the shoe appears to be casual, designed for comfort rather than formal wear."
10087622,دمپایی زنانه مدل چرم طبیعی کد 07 رنگ طوسی,"This is a gray pair of women's slippers made of natural leather, produced in Iran."
10087639,دمپایی زنانه مدل چرم طبیعی کد 07 رنگ سفید,"This is a women's slipper made of natural leather in white color, featuring a single strap across the instep, a padded insole, and a pebbled texture on the footbed. It is produced in Iran."
1008875,کفش زنانه کد 449,"This is a women's flat, slip-on shoe made of fabric with a braided jute sole and a dark olive green textile upper featuring a ribbed pattern. The shoe's design suggests a casual style, potentially for leisure or work environments that allow such attire. The visible materials indicate a focus on natural fibers and a minimalist aesthetic."
10090131,صندل زنانه مدل پاشنه دار  کد 3093,"This is a black, pointed-toe slingback sandal made of natural leather with a simple closure. It features a thermoplastic polyurethane (TPU) sole and a slender heel with a height of seven centimeters, suitable for everyday wear and parties."
1009052,کفش زنانه کد 453,"This is a women's grey textile slip-on shoe made of fabric, featuring a braided jute sole, a woven pattern, and a visible seam along the edge of the sole."
10092758,دمپایی زنانه تارا مدل تمنا,"This is a red women's slide sandal made of synthetic leather featuring a crisscross strap design, with a black sole and a beige interior lining."
10093042,بوت زنانه مدل دنا کد 10160,"This is a women's tall rubber boot featuring a camouflage pattern with shades of brown and black, a solid blue outsole, and a circular logo on the shaft. It has a slip-on design, suitable for casual and everyday use."
10094328,دمپایی زنانه مدل چرم طبیعی کد 07 رنگ نسکافه ای,"This is a coffee-colored, open-toe slide sandal made from natural leather. The upper is textured, and it features a smooth leather-like lining. The sole is thick and appears to be made of a foam or rubber material. There is no visible closure type, indicating that the sandal may slip on and off. This product is a pair of women's slippers produced in Iran."
10107863,دمپایی زنانه تارا مدل 01,"This is a women's slipper made of synthetic leather, featuring a simple buckle strap across the instep. The sole appears to be made of a dark synthetic material, and there is a visible brand emblem on the heel of the sole."
10110212,نیم بوت زنانه کفش مسعود تبریز مدل آنجلا 22-01,"This is a stylish women's ankle boot made of genuine leather with a zip closure, featuring a wide toe shape and a broad heel. The boot has red accents on the laces and lining. The pattern and design are minimalistic, focusing on the contrast between the black leather and red details. It is suitable for casual, everyday, and formal use and is proudly made in Iran. Specific features like the tread pattern on the sole or any additional branding are not discernible from the image provided."
10110796,واکس براق کننده کفش گلد کر مدل 025 کاسه ای  رنگ سفید,"This is a cylindrical container of liquid shoe polish that enhances shine, produced in Turkey and branded in Canada. It has a white body, green label, and a clear plastic top. The label features a golden elephant logo and text indicating the product's brand and type."
10111657,اسپری تمیز کننده کفش مدل مانکی 3.1 چرمی و پارچه ای,"This is a shoe cleaning spray made for leather and fabric, indicated by the image of a sneaker on the label. The product is labeled as a ""Combination Protector Cleaner"" and suggests it is suitable for all colors of sports shoes. The design includes a crown above the word ""MONKEY,"" which could be the brand logo, and the text is in both English and Arabic. The cleaner comes with a sponge applicator."
10116359,نیم بوت زنانه مدل 262626,"This is a pair of women's black ankle boots made of synthetic suede, featuring a zip closure, a pointed toe shape, and a decorative row of metal eyelets on the shaft. The heel height is six and a half centimeters with a wide heel design, making it suitable for casual, daily, office, formal, and party use."
10126373,نیم بوت زنانه مدل 26924747,"This is a women's dark grey ankle boot made of synthetic leather with a suede-like texture, featuring a pointed toe and a five-centimeter wide chunky heel. The boot has a visible black sole and reaches approximately mid-calf height, secured with a buckle strap across the top. It is suitable for sporty, casual, office, and formal occasions."
10130407,کفش زنانه مدل 359002302 رنگ مشکی,"This is a pair of women's black, low-heeled loafers made of synthetic leather and PVC, featuring a textured pattern on the upper part and a brown insole. They have a slip-on design and are suitable for everyday, office, and formal occasions, produced in Iran."
10139603,نیم بوت زنانه کفش مسعود تبریز مدل M-22-09,"This is a women's grey ankle boot made of genuine leather with a textured surface and a narrow toe shape. It features a slip-on closure, a black outsole, and a 3 cm wide heel. The boot is suitable for casual, office, and formal occasions, and was designed in Iran."
10155425,نیم بوت زنانه مدل واترا,"This is a women's ankle boot made of synthetic leather with a smooth shaft and a textured sole. The design includes a prominent V-shaped seam on the front, a wide toe shape, a wide heel type, and a visible pull tab at the back for ease of wear. It features a zip closure and is suitable for everyday, office, formal, and party use."
1015594,مایع رنگ کننده محصولات چرمی پاریز مدل S001,This is a leather dyeing liquid product designed for dyeing shoes to a uniform black color.
10156077,دمپایی زنانه مدل چرم طبیعی کد 07 رنگ قرمز,"This is a women's slipper made of genuine leather in red color, featuring a crisscross strap design and a tan outsole, produced in Iran."
1015666,قالب کفش مدل 001 بسته 2 عددی,"This is a set of 2 shoe molds model 001, designed to maintain the shape of dress shoes, featuring black plastic caps for the tips and metal springs for flexibility."
10156849,ست کیف و کفش زنانه مدل 00774,"This is a women's bag and shoe set made from fabric, featuring colorful high-top sneakers with a distinctive checkered pattern in shades of blue, green, orange, and purple. The shoes have a polyester upper and a tan leather-like lining around the ankle collar, along with a matching tan heel cap. The sole appears to be flat with a slight texture. A small, dark brown leather logo patch is visible on the outer side of the ankle collar. The closure type of the shoes is not clearly visible in the image provided. The product is presented alongside a matching shoulder bag that closes with a zipper and shares the same vibrant checkered design."
10157049,نیم بوت زنانه مدل شارالا,"This is a women's black ankle boot made of synthetic leather, featuring quilted detailing on the shaft, a zip closure, a wide toe shape, a smooth leather finish, and a wide heel. It is suitable for casual, office, formal, and party wear."
10157967,نیم بوت زنانه سیی مدل پلنگی استایل کد 1854,"This is a women's leopard print ankle boot made of suede with a zip closure, featuring a pointed toe shape and a wide block heel, suitable for casual, everyday, office, formal, and party use."
10166181,کفش زنانه ریمکس مدل 0078965421T,"This is a women's shoe made of synthetic leather with a low heel and a dark red lining. The shoe features lacing closure and a small emblem on the outer side, with a three-centimeter wide heel, suitable for everyday, office, formal, and party use."
10171207,کفش طبی زنانه فوت فلکس مدل FOOTFLEXX,"This is a pair of women's orthopedic shoes made with a flexible sole featuring air cushioning and pressure reduction, crafted from a combination of fabric, polyester, and thermoplastic polyurethane (TPU). The shoe has a low-top design and features an elastic insole and a lacing closure. It is designed with a textured pattern and includes silver metallic accents on the eyelets and a gray outsole. This product proudly originates from a German brand and is produced in China."
10178184,کفش زنانه کد 2087,"This is a black, high-heeled shoe made of natural leather with a glossy finish, featuring a pointed toe and an eight-centimeter wide, thick block heel. The lining appears to be of a lighter color, possibly beige, contrasting with the exterior. The closure type is a simple fastening, designed for parties."
10182209,بوت زنانه صاد مدل PT0301,"This is a women's black leather boot with a zip closure, suitable for everyday use. The boot is made of natural leather and has a height above the ankle. It features a crocodile skin pattern on the shaft and a slight heel. The boot is designed with a classic style in mind, indicated by its traditional silhouette.
"
10183861,نیم بوت زنانه صاد مدل RF2102,"This is a dark brown, natural leather women's ankle boot featuring a zip closure, a wide toe shape, a padded collar, and a flat heel with a thick treaded sole, suitable for everyday use."
10183978,نیم بوت زنانه صاد مدل RF5701,"This is a women's black ankle boot made from natural leather featuring a pebbled leather texture and a shaft height that reaches just above the ankle. It has a modest heel height and a wide heel, providing a slight elevation. The design includes decorative straps with buckles across the top of the boot and a zip closure for ease of wear. The materials appear to be leather on the exterior with a contrasting dark lining visible inside. This boot is suitable for everyday and formal office use."
10184026,کفش روزمره زنانه صاد مدل SM0842,"This is a pair of women's casual shoes featuring a metallic silver slip-on sneaker design with a textured pattern. It has a white outsole and a matching white lining. The shoe is made from synthetic leather with a glossy finish and features a flexible, flat sole made of ethylene-vinyl acetate (EVA) that reduces pressure. It includes a removable insole and lacks any visible closure type such as laces or buckles. The design is minimalist and modern, with the focus on the sleek metallic upper and the contrast provided by the white elements."
10191360,نیم بوت زنانه کفش مسعود تبریز مدل Chelsea - 0122,"This is a women's Chelsea ankle boot made of natural leather with a textured shaft and a smooth sole. It features a slender toe shape, a slight three-centimeter wide heel, an elastic closure, and a pull-on design without visible laces or buckles. Suitable for casual, sporty, and formal office wear, this boot is proudly produced in Iran."
10198206,نیم بوت زنانه اسمارا مدل رسمی,"This is a women's ankle boot made of suede with a textured, perforated upper in a taupe color and a dark blue inner lining. It features an elastic closure, a pointed toe shape, and a one-centimeter flat heel. The sole appears to be made of wood and is suitable for casual, office, and formal occasions, originating from Germany."
1019826,قالب کفش کد 701 بسته 2 عددی,"This is a pack of 2 shoe molds, code 701, designed to maintain the shape of shoes when not worn. It features a flexible base for stability and a contoured top that mirrors the interior of a shoe. The device includes adjustable metal springs to apply pressure to the sole and upper parts of the shoe, ensuring a snug fit. The molds' material appears to be a durable plastic or resin, chosen for its longevity and ease of cleaning. The design suggests a focus on functionality, with no visible decorative elements."
10204665,کفش طبیعت گردی زنانه لامبرجک مدل finster,"This is a hiking shoe for women made of EVA (ethylene-vinyl acetate) with a thermoplastic polyurethane (TPU) sole. It features a cushioned, medical, and replaceable insole, lace-up closure, and specialized attributes including abrasion resistance, breathability, waterproof design, and flexibility."
10206523,کفش زنانه چرم یلسان مدل تارا Tos-TRA-613-GN,"This is a women's leather shoe made of genuine leather, featuring a simple closure, a wide heel design, a brown leather lining, and a thick block heel, suitable for everyday use, office and formal occasions, and parties."
10206633,کفش زنانه چرم یلسان مدل  تارا کد msk-TRA-613-GN,"This is a pair of women's black leather shoes made from natural leather, featuring a simple closure and a wide mid-heel. It has a glossy finish on the toe cap and a contrasting brown leather lining visible inside the shaft, suitable for everyday, office, formal, and party use."
10206704,کفش زنانه چرم یلسان مدل  تارا کد Asl-TRA-613-GN,"This is a pair of women's brown leather high-heeled shoes made from natural leather, featuring a pointed toe, simple closure, and a wide thick heel design. They are suitable for everyday wear, office and formal occasions, and parties, set against a black background."
10214892,واکس کفش بلرتو مدل 02153 کد HN50,This is a shoe wax made of glass. The container is dark brown with a black lid and has a white label with red accents. There is no visible information about the leather care product itself since the focus is on the wax.
10215189,واکس کفش بلرتو مدل 0523 کد CN50,"This is a jar of Belerto shoe wax designed for shoe care, with a label indicating it's an ""EXCLUSIVE CARE"" product. The visible aspects include the brand name, the product type, and the care instructions. The label also includes a barcode, suggesting it is a commercial product meant for retail sale. The product is made of glass."
10215452,واکس کفش بلرتو مدل EXCA کد WH50,"This is a shoe wax made of glass from the brand Belerto, specifically designed for leather care. It is presented in a round container with a black lid and a label that includes the brand's logo, which depicts a figure riding a scooter. The label also features the words ""EXCLUSIVE CARE"" and a barcode, indicating it is a commercial product. The product's appearance suggests it is meant to be applied to shoes or other leather items to maintain their condition."
10217647,کفش کوهنوردی نسیم مدل هیمالیا پاور کد NSM 9009 himalya power,"This is a durable and comfortable mountaineering shoe made of canvas and EVA. It features a flexible and breathable sole that reduces pressure and is resistant to abrasion, with a Velcro closure, suitable for both sports and everyday use."
10219924,کفش زنانه مدل یلدا0111 رنگ عسلی,"This is a women's brown natural leather high-heeled shoe with a chunky 6.5 cm wide heel, featuring a stitched pattern on the side and a black interior lining. It has a simple fastening style and is suitable for casual, office, and formal use. This shoe is produced in Iran."
10220438,نیم بوت زنانه کفش مسعود تبریز مدل Sevda - 2201,"This is a pair of women's black ankle boots made of natural leather, featuring a pebbled texture, zip closure, double buckle straps, a wide toe shape, and a 4 cm low block heel. Suitable for casual, everyday, office, and party use, these boots are proudly made in Iran."
10220619,نیم بوت زنانه کفش مسعود تبریز مدل Sevda - 2202,"This is a women's brown leather ankle boot made of natural leather featuring two buckled straps, a pebbled texture on the shaft, a zip closure, and a 4 cm wide block heel. It is suitable for casual, everyday, formal, and party use, and is proudly made in Iran."
10221574,کفش پیاده روی زنانه پویان گام پیام مدل MRD کد 10188,"This is a women's walking shoe made of synthetic leather, featuring a lace-up design and a simple, replaceable insole. It has a flat polyurethane sole with a patterned tread and specialized attributes such as abrasion resistance, pressure reduction, flexibility, and a flexible, elastic sole aimed for sports and daily use. Additionally, there is a branded label on the side and a thin layer of cushioning around the heel."
10221617,کفش پیاده روی زنانه پویان گام پیام مدل MRD کد 10189,"This is a women's walking shoe made of synthetic leather with a polyurethane sole. It features a simple and replaceable insole, a lace-up design, and a flexible sole suitable for sports and everyday use. The design includes a textured upper section and a pull tab at the heel. The shoe also possesses specialized properties such as wear resistance, pressure reduction, and flexibility. The shoe's branding is prominently displayed on the side, indicating its make or model."
10221867,واکس کفش بلرتو مدل EXCA کد RD50,"This is a shoe wax made of glass, designed for leather goods. The product is contained within a dark-colored pot with a black lid and features an emblem that resembles a bird in flight. The label includes a barcode and the phrase ""EXCLUSIVE CARE,"" suggesting a specialized treatment for leather items. The background is white, emphasizing the product."
10222453,بوت زنانه مدل نیکا کد 6540,"This is a black suede ankle-height boot with a slouchy design, featuring a wide toe shape, a chunky platform sole, and a 3-centimeter block heel. It is suitable for casual, everyday, office, formal, and party use."
10230186,دمپایی لاانگشتی زنانه نیکتا مدل 4444,"This is a women's black flip-flop made of synthetic fibers, featuring a textured sole and a glittery strap. It has a simple design suitable for everyday use and parties, with no visible branding or additional adornments."
10230670,نیم بوت زنانه مدل سهیلا058 سوییت رنگ مشکی,"This is a women's semi-boot made of suede and cotton fabric in black, featuring a zip closure, a pointed toe shape, and a 7 cm wide block heel. The shaft height appears to be just above the ankle, making it suitable for everyday, office, and formal events. It is produced in Iran."
10230732,نیم بوت زنانه مدل زنجیر025  بیاله رنگ مشکی,"This is a women's black, quilted ankle boot made of synthetic leather and metal, featuring a zip closure, a pointed toe shape, and a 7 cm thick chunky heel, suitable for daily, formal, and party wear. It has a gold chain accent on the shaft and is produced in Iran."
10235807,واکس کفش بلرتو مدل EXCA کد BL50,"This is a small container of shoe polish made of glass, with a dark blue lid and a label indicating it is from the Belerto brand, specifically for ""EXCLUSIVE CARE"" of leather. The product appears to be wax-based, typically used for polishing or conditioning leather goods, including shoes."
10236553,کفش روزمره زنانه لیبرتو مدل برفوت فیبولا کد 330000721,"This is a pair of women's casual shoes made of natural leather with a polyurethane sole that features a flexible and durable design, providing tread for better grip. The sneaker has a flat structure to reduce pressure and an orthopedic insole, secured with laces. It showcases a textured sole, visible stitching on the upper part, and metal eyelets for the laces. The design suggests a casual or athletic style, indicating durability and comfort. These shoes are proudly produced in Iran under a brand originating from Turkey."
10236627,کفش روزمره زنانه لیبرتو مدل برفوت اسپرینگ 330002121,"This is a women's casual sneaker made of natural leather and Nubuck, featuring a textured pattern, round toe, and a flexible, flat polyurethane sole with a pressure-reducing design for comfort and resistance to wear. It has a lace-up closure and originates from Turkey, with production taking place in Iran. The interior appears to be lined with a tan material, and the sole seems to be made of rubber. There is no visible branding or additional design elements on the outside of the shoe that can be discerned from this angle."
10236746,کفش روزمره زنانه لیبرتو مدل برفوت فیبولا کد 330000921,"This is a pair of everyday women's shoes made of natural red leather with black accents on the sole and heel. It features a polyurethane sole with a flexible, flat tread that reduces pressure on the feet and offers wear resistance. The shoes also provide a comfortable natural insole and are secured with laces. They originate from a brand based in Turkey and are produced in Iran."
10238056,کفش مخصوص دویدن زنانه کایلاس مدل KS621098,"This is a women's running shoe made of TPU (thermoplastic polyurethane) featuring a vibrant coral-red mesh upper with white accents and a distinctive wave-like pattern on the side. The shoe has a lime green lining, which contrasts sharply with the red and white exterior. It includes a pull-on tab for ease of slipping the shoe on and off, although it is secured with a buckle closure. The midsole is predominantly white, with a subtle gradient effect and an EVA outsole that likely provides traction. The shoe features a cushioned, breathable, and orthopedic insole, protective pads, abrasion resistance, airflow capabilities, and reduced pressure impact, designed for sports and everyday use. The design suggests a focus on both style and functionality for outdoor activities, with a durable and elastic tread."
10238622,کفش پیاده روی زنانه کایلاس مدل KS321937,"This is a women's walking shoe made of natural leather and TPU (thermoplastic polyurethane), featuring a breathable and orthopedic insole. The shoe has a lace-up closure and is abrasion-resistant, waterproof, and suitable for sporty and everyday use. The sole is made of Vibram and EVA (ethylene vinyl acetate), ensuring durability and comfort. The shoe originates from China."
10238806,نیم بوت زنانه کفش مسعود تبریز مدل Melika - 2202,"This is a women's brown ankle boot made of genuine leather with a rounded, wide toe shape. It features a zip closure, a decorative button on the outer side, a visible seam around the top edge, and a 3-centimeter stacked heel. This boot is suitable for casual, everyday, office, and formal occasions, proudly made in Iran."
10239058,دمپایی زنانه مدل QUINN TAT,"This is a women's slipper made of single-faced cotton, featuring a yellow color with black buckles and a black sole."
10246301,نیم بوت زنانه مدل سوگو,"This is a women's black ankle boot made of synthetic leather, featuring a zip closure on the inner side, a narrow toe shape, and a high heel with a height of six centimeters. It has a slim heel design and is suitable for office, formal, and party use. The boot includes a visible seam along the shaft and has a slight texture suggesting a rugged design. The sole is not fully visible but seems to be made of a dark material that matches the boot's overall color scheme."
10249932,کفش زنانه مدل 4004,"This is a women's black, glossy, pointed-toe high heel shoe made of natural leather with a simple closure. It features a six-centimeter stiletto heel, making it suitable for everyday wear and parties. The shoe has a visible inner lining that appears to be a lighter shade of grey and a textured pattern on the outer surface, indicating a specific design."
10253207,کفش روزمره زنانه لیبرتو مدل برفوت فیبولا 220000221,"This is a women's grey suede sneaker with a round toe, featuring a lace-up closure and a natural insole. The sole appears to be made of a durable and flexible rubber, and the design suggests a casual style suitable for everyday wear. It is designed to reduce pressure and provide resistance against wear, originating from Turkey and manufactured in Iran."
10253238,کفش روزمره زنانه لیبرتو مدل برفوت فیبولا کد 330000421,"This is a pair of women's everyday shoes made of natural leather with a low-top design and a flat sole. The shoe features a lace-up closure system, a padded collar, and a textured design on the toe cap. It has a polyurethane outsole that offers flexibility, pressure-relieving properties, and resistance to wear. It is equipped with a supportive insole and produced in Iran by a brand originating from Turkey. There is no visible branding or text on the outer side of the shoe."
10262039,کفش روزمره زنانه لیبرتو مدل برفوت فیبولا کد 550000321,"This is a women's casual shoe featuring a treaded, flexible, flat sole made of polyurethane that reduces pressure and is resistant to wear. The shoe is crafted from fabric with orthopedic insoles and features a lace-up closure system. It has a round toe and a low-profile heel. The shoe's design suggests a focus on a classic, versatile style suitable for casual wear. Made in Turkey and produced in Iran."
