id,name,updDesc
10652806,شلوار زنانه اسمارا مدل مامی استایل,"This is a mom-style, high-waisted trouser in pink, made of fabric with a plain pattern. It features a regular crotch and a single button closure, with a length that reaches to the ankle. The trouser is ideal for casual occasions and is from a brand based in Germany, with manufacturing also in Germany."
10673731,شلوار زنانه اسمارا مدل 10673731,"This is a regular-fitting, ankle-length trouser with a floral pattern in multicolor tones of red and orange. It has a high waist and is suitable for casual and party occasions. The trouser is made of elastane and cotton thread materials, and the brand is based in Germany."
10753853,شلوار زنانه نکست مدل K37,"This is a straight-fit trouser in pink, made of linen material and designed to reach the ankle. It has a regular crotch and features a label on the waistband. The trouser is suitable for various occasions including sport, casual, formal, and party."
10760922,سرهمی زنانه اسمارا مدل LS314,"This is a regular-fitting, short-length jumpsuit with a V-neckline and no sleeves, featuring three buttons on the front and a drawstring waist for a high-crotch style. It is in a solid blue color and made from a blend of plant fibers, linen, and viscose material. The jumpsuit is plain in pattern and suitable for casual or party occasions. Both the brand and manufacturing are based in Germany."
10797211,شلوار زنانه مدل راسته مازراتی,"This is a straight-fitting trouser in black, featuring a crease down the center of each leg and a visible button. The length is below the ankle, and it is made of maserati material. This trouser is plain in pattern and suitable for various occasions including sport, casual, formal, and party."
10804938,شلوار زنانه لاوا استایلیش مدل بتی,"This is a slim-fit trouser in grey, featuring a creased design and a belt loop. It is made of fustian material and has a length that reaches the ankle. The trouser is suitable for casual and sport occasions and is manufactured in Iran. The brand is also based in Iran and the design is plain."
10804955,شلوار زنانه لاوا استایلیش مدل لی لا,"This is a pair of tight-fitting, below-the-ankle trousers in light blue, made from poplin material. The trousers have a high-crotch design and are suitable for both casual and sport occasions. They are from a brand based in Iran and manufactured in Iran, featuring a plain pattern."
10805007,شلوار زنانه لاوا استایلیش مدل ملیس,"This is a knee-length, flared trouser made of crepe material in tan color, featuring a button and a label on the waistband. It has a plain pattern and a high-crotch design, suitable for both sport and casual occasions. The brand and manufacturing are based in Iran."
10813842,سرهمی زنانه نیو نیل مدل L-326,"This is a floral-patterned, loose-fitting jumpsuit with a below-the-ankle length and regular crotch length. It has a round neck and is made from lightweight natural fibers, suitable for casual occasions as well as sport and party events. The brand and manufacturing country are unknown."
10829095,شلوار زنانه مدل اسلش زیپ بنگال کد 8976zz,"This is a knee-length, slash-fit trouser in black, with a regular crotch and zippered detailing on the side. It is suitable for casual occasions and is made of bengal material. The trouser is plain in pattern and is ideal for sport, casual, and party occasions."
10833458,شلوار زنانه تام تیلور مدل ساده دمپا برگشته,"This is a loose-fitting trouser in brown, made of cotton and linen materials. It features a regular crotch, a button closure, and visible stitching. The trouser length is to the ankle and is suitable for various occasions including sport, casual, formal, and party. It is from a brand based in Germany."
10833770,شلوار زنانه اس الیور مدل راه راه کمربند دار,"This is a loose-fitting, ankle-length trouser in brown, featuring a striped pattern. It includes a black belt buckle and a red tag. The trouser is made of cotton and cotton thread materials and is suitable for various occasions including sport, casual, formal, and party settings. It is from a brand based in Germany."
10838644,سرهمی زنانه لاوا استایلیش مدل صدف,"This is a loose-fitting, below-the-ankle trouser in pink, made of crepe material. It features a drawstring waist and is designed for both sport and casual occasions. The trouser is plain in pattern and is from a brand based in Iran, with manufacturing also in Iran."
10839173,شلوار زنانه لاوا استایلیش مدل صدف,"This is a loose-fitting, straight-cut trouser in beige with a drawstring waistband and made of crepe material. It has no visible pattern and is suitable for both sport and casual occasions. The trouser is designed to be below the ankle and is from a brand based in Iran, with manufacturing also in Iran."
10839964,شلوار زنانه لاوا استایلیش مدل بریتا,"This is a pair of tight-fitting, cropped trousers in plain beige suede, designed to reach the ankle with a high-crotch length. Made of sweatshirt material, these trousers are suitable for various occasions including sport, casual, and party settings. Both the brand and manufacturing are based in Iran."
10859517,سرهمی زنانه اسمارا مدل جین کد 10859517,"This is a regular-fitting, short blue denim jumpsuit featuring a sleeveless design, metal buckles on the straps, and belt loops. It is made of a blend of elastane, polyester, and cotton thread materials. The jumpsuit is patterned and suitable for casual and party occasions. It is from a brand based in Germany."
10863229,شلوار زنانه هاوین مدل 307 مازراتی دمپا کمرکش رنگ مشکی,"This is a flared, below-the-ankle trouser in black, made of maserati material with buttoned pockets and a high waist. The trouser has a plain pattern and is suitable for various occasions including casual, formal, and party."
10864734,شلوار زنانه  مدل تک پیله ایتالی,"This is a regular-fitting trouser in a black and white checkered pattern, made of cotton fibers and viscose material. It features a knee-length cut, button closure, and belt loops, with a high-crotch design. The trouser is suitable for various occasions including sport, casual, formal, and party wear."
10869303,سرهمی زنانه اسمارا مدل 009,"This is a regular-fitting, short-length jumpsuit in blue, featuring a plain design. It has a sweetheart neckline, a drawstring waist, and a regular crotch. Made of linen material, the jumpsuit is suitable for casual, sport, and party occasions."
10887657,شلوار زنانه بلو موشن مدل Kl00,"This is a regular-fitting trouser in pink, made of linen material, suitable for casual, formal, and party occasions. It has a length that reaches to the ankle and features a plain pattern. Both the brand and manufacturing are based in Germany."
10921731,شلوار زنانه جین وست مدل کتان کد 505,"This is a pair of regular-fitting, above-the-ankle trousers in olive green, made from a sturdy fabric that includes cotton, spandex, and cotton thread. They feature a plain pattern, a drawstring waist, and side pockets, making them ideal for casual occasions. The trousers are from a brand based in Australia."
10993406,سرهمی زنانه اسمارا مدل براق کد 10993406,"This is a regular-fitting, below-the-ankle navy blue jumpsuit with a glittery speckled pattern, featuring a round hooded neck and long sleeves, along with a drawstring at the waist. It is made of polyester material and is suitable for sport, casual, and party occasions. The jumpsuit is from a brand based in Germany."
11019618,شلوار زنانه اسمارا مدل goldar 46,"This is a pair of regular-fitting, ankle-length pants with a floral print. They are suitable for casual, sport, and party occasions. The pants are made of a blend of jeans and linen materials and are patterned. The manufacturing country is Germany."
11020575,شلوار زنانه اسمارا مدل بهاری sade5446,"This trouser is a regular-fitting, ankle-length garment in pale green, made of jeans and linen material, featuring light fading on the front. It has a button and zipper fly and is suitable for various occasions including sport, casual, formal, and party. The trouser is from a brand based in Germany and is also manufactured in Germany."
11029542,شلوار زنانه اسمارا مدل کمرکش کد 56,"This is a regular-fitting, ankle-length trouser in black, suitable for casual occasions. It features a regular crotch and is made of jeans and linen material. The trouser is plain and ideal for various occasions including sport, casual, formal, and party. It is from a brand based in Germany and manufactured in Germany."
11033189,شلوار زنانه هاوین مدل  307 مازراتی دمپا کمرکش رنگ سفید,"This is a flared-fitting, below-the-ankle trouser in white, featuring black buttons on the waistband. It is suitable for casual, formal, and party occasions. The trouser is made of crepe and maserati material and is patterned plain. The country of manufacturing is unknown, as well as the brand origin."
11041932,شلوار زنانه اسمارا مدل 2386,"This is a tight-fitting, ankle-length trouser in classic blue, made from a blend of elastane, polyester, and cotton thread materials. It is suitable for various occasions including sport, casual, formal, and parties. The trouser features a regular crotch and is from a brand based in Germany. It has a plain pattern."
11059415,شلوار زنانه دیوایدد مدل 0838726006,"This is a pair of olive green, skinny-fit trousers made from a blend of elastane and linen. They have a regular crotch, belted waist, and are designed to reach to the ankle. The trousers are plain and suitable for various occasions including sport, casual, formal, and party."
11065056,شلوار زنانه مدل لینن بگ کد 150i,"This is a baggy-fitting, below-the-ankle trouser in light blue, made of linen fabric. It features a regular crotch and a drawstring waist. The trouser is plain and suitable for various occasions, including sport, casual, and party."
11065542,شلوار زنانه مدل لینن بگ کد 550nkhd,"This is a baggy-fitting, below-the-ankle trouser made of linen in a plain tan color with a drawstring waist. It is suitable for various occasions including sports, casual outings, and parties."
11086986,شلوار زنانه مدل کبریتی دمپا چاکدار,"This is a pair of tight-fitting, below-the-ankle trousers in black, made of cotton, kashi, and cotton thread materials. The trousers feature a ribbed waistband and side seams, making them suitable for various occasions such as sport, casual, and party. The design is plain."
11088714,لگ زنانه مدل چرم شاین کد 100,"This is a tight-fitting trouser made of polyester material, in black color, designed to reach to the ankle with a high waist. It features a regular crotch and is ideal for casual occasions. The trouser is plain in pattern."
11089552,سرهمی زنانه اسمارا مدل combinaison,"This is a loose-fitting, short-length black jumpsuit with sleeveless straps, suitable for casual, sport, and party occasions. It features a round neckline and is made from a blend of cotton and linen materials. The jumpsuit is plain and is from a brand based in Germany, with manufacturing also in Germany."
11091810,سرهمی زنانه مدل cadenza رنگ صورتی,"This is a flared, ankle-length jumpsuit in pink, featuring ruffled layers, an open neck, and a sleeveless design. It has an elastic waistband with a bow detail and is made of cotton fibers material. The jumpsuit is patterned and suitable for various occasions including sport, casual, formal, and party."
11091876,سرهمی زنانه مدل cadenza رنگ آبی,"This is a flared, ankle-length jumpsuit in light blue, suitable for casual, sport, and party occasions. It features a boat neckline and is made of cotton fibers. The jumpsuit has a plain pattern and is designed for a loose-fitting style."
11091903,سرهمی زنانه مدل cadenza رنگ سبز,"This is a flared, oversized jumpsuit with a sweetheart neckline, featuring no sleeves and a cropped length just above the ankle, in a muted green color. It is made of cotton fibers and is suitable for sport, casual, and party occasions. The jumpsuit has a plain pattern."
11122182,سرهمی زنانه اسمارا مدل IAN021,"This is a loose-fitting, short-length jumpsuit with a paisley pattern, featuring a round scoop neck and a drawstring waist. It is designed for casual, sport, and party occasions. The jumpsuit is sleeveless and made of cotton material."
11123951,سرهمی زنانه اسمارا مدل بابونه,"This is a loose-fitting, short-length jumpsuit with a floral pattern of white daisies and yellow centers on a black background, extending to above the ankle. It features a round neck and is sleeveless, made of cotton thread material. The jumpsuit is suitable for sport, casual, and party occasions. Both the brand and manufacturing are based in Germany."
11129604,شلوار زنانه بلو موشن مدل Jk900,"This is a regular-fitting, ankle-length trouser with a houndstooth pattern in black and white. It features an elastic waistband and black trim at the bottom, made from a blend of polyester and viscose. The trouser is suitable for casual, formal, and party occasions. Both the brand and manufacturing are based in Germany."
11157103,شلوار زنانه مدل ابروبادی بگ کد 101,"This is a loose-fitting, black trouser made of cotton fibers, featuring a drawstring waist and a regular crotch. The trouser length reaches to the ankle and is ideal for casual occasions. It has a plain pattern."
11167849,شلوار زنانه مدل نیم بگ کد 870 رنگ سرمه ای,"This is a pair of baggy-fit, ankle-length trousers in solid blue, made from synthetic fibers and cotton fibers. They feature a drawstring at the waist and an elastic hem at the bottom. The trousers have a plain pattern and are suitable for various occasions, including sport, casual, and party."
11194602,شلوار زنانه آریا مدل سه زیپ,"This is a slash-fit, ankle-length pant in green, featuring a regular crotch seam and a drawstring waist. It has a logo on the left thigh and is suitable for casual occasions as well as sport and parties. The pant is made of bengal material and has a plain pattern."
11198060,سرهمی زنانه مانگو مدل 452,"This is a loose-fitting, short-length jumpsuit in brown and white polka dots, designed for casual occasions. It features a round neckline with a tie and short sleeves. The jumpsuit is made of viscose material and is patterned. It is suitable for various occasions including sport, casual, formal, and party. The brand is based in Spain."
11204713,سرهمی زنانه مانگو مدل 153148,"This is a loose-fitting, short-length jumpsuit in yellow with a floral pattern, featuring a drawstring at the neckline and waist. It is suitable for various occasions including casual, sport, formal, and party. The jumpsuit is made of viscose material and is from a brand based in Spain."
11294209,سرهمی زنانه جورج مدل 0010,"This is a regular-fitting, short-length leopard print jumpsuit with cap sleeves and ruffled shoulder straps, suitable for casual, sporty, and party occasions. It is made of viscose material and is patterned. The jumpsuit is from a brand based in England and manufactured in India."
11357440,شلوار زنانه اسمارا مدل ES4488,"This is a tight-fitting, burgundy Fanrip trouser with a cut that reaches to the ankle and a plain design with no visible patterns or additional design elements. It is made from a blend of polyester, linen, and lycra materials. The trouser is suitable for various occasions including sport, casual, and party. It is from a brand based in Germany and manufactured in Bangladesh."
11358353,لگ زنانه مدل m2,"This is a tight-fitting trouser in black, made of cotton lycra material, reaching to ankle length. It features an elastic waistband and plain fabric. The trouser is suitable for various occasions including sport, casual, formal, and party."
11374373,شلوار زنانه اسمارا مدل W800,"This is a pair of tight-fitting pants made of linen material, in black, shimmery faux leather. They reach to the ankle and are suitable for casual, formal, or party occasions. The pants are plain and are from a brand based in Germany, manufactured in Bangladesh."
11383518,شلوار زنانه مدل ابر و بادی گشاد پشت کش دار توشنا کد 601,"This is a mom style, below the ankle trouser in black, with a high waist and high-crotch design, suitable for casual occasions. The trouser features a plain pattern and is made of cloudy and windy material. It is versatile, fitting for sport, casual, formal, and party events. The brand and manufacturing country are unknown."
11404306,شلوار زنانه مدل مازراتی بگ کد MZT100,"This is a baggy, below-the-ankle trouser in black, made of maserati material. It features a high-waisted design and a flared leg cut with a plain pattern. The trouser is suitable for various occasions including sport, casual, and party."
11419382,شلوار زنانه سرژه مدل 208303 کمرپهن رنگ نارنجی,"This is a regular-fitting, ankle-length trouser in red, suitable for party occasions. It features a high-waisted design and a straight fit, made of crepe and maserati material. The trouser is plain in pattern."
11429507,شلوار زنانه ایزی دو مدل 218128293,"This is a straight-fit, ankle-length trouser in grey, suitable for casual occasions. It features a regular crotch and a high waist, made of cotton material. The trouser is patterned and is from a brand based in Iran, with manufacturing also taking place in Iran."
11443292,شلوار زنانه اونلی مدل 798,"This is a pair of tight-fitting, ankle-length trousers in white, featuring floral and rope-like patterns. Suitable for various occasions including sport, casual, formal, and party. The trousers are made of linen material and are from a brand based in Denmark."
11444182,شلوار زنانه مدل کارگو ساده,"This is a pair of oversized, below-the-ankle trousers in black, made from linen fabric with a plain design. They feature multiple pockets and a drawstring waistband, intended for casual occasions."
11446541,شلوار زنانه  مدل نخی تابستانی BAG-GY,"This is a loose-fitting, below-the-ankle trouser in grey, made of cotton fibers, cotton, and cotton thread. It features a tied waist with a knot and has a plain pattern. This trouser is suitable for casual, sport, and party occasions, and both the brand and manufacturing are based in Iran."
11446760,شلوار زنانه  مدل نخی تابستانی کد BAG-GRN,"This is a pair of loose-fitting, below-the-ankle trousers in plain green, featuring a tie at the waist. They are made of cotton fibers, cotton, and cotton thread material. The trousers are suitable for various occasions, including sport, casual, and party. Both the brand and manufacturing are based in Iran."
11446935,شلوار زنانه  مدل نخی تابستانی کد BAG-BRN,"This trouser is a loose-fitting, below-the-ankle garment in tan color, featuring a belted waist with a plain fabric finish. It is made of cotton fibers, cotton, and cotton thread materials. The trouser is suitable for various occasions including sport, casual, and party wear, and is from a brand based in Iran, with manufacturing also in Iran."
11458404,شلوار زنانه  مدل نخی تابستانی کد BAG-PNK,"This is a loose-fitting, below the ankle trouser in pink, made of cotton fibers, cotton, and cotton thread. It features a tied belt at the waist and has a regular crotch. The trouser is plain and suitable for sport, casual, and party occasions. Both the brand and manufacturing are based in Iran."
11458793,شلوار زنانه  مدل نخی تابستانی کد BAG-LU,"This is a pair of loose-fitting, below-the-ankle length trousers in plain blue, made from a cotton blend that includes cotton fibers, cotton, and cotton thread. These trousers are suitable for casual occasions as well as sports and parties. Both the brand and manufacturing are based in Iran."
11534286,شلوار زنانه اونلی مدل 532,"This is a hip-length trouser in lime green with a slash fit, designed for various occasions including sport, casual, and party. It features an elastic cuff and a drawstring waist, made from a blend of elastane and cotton thread materials. The length reaches to the ankle and has a regular crotch."
1154030,شلوار زنانه کد esm271245,"This is a pair of tight-fitting, ankle-length trousers made of cotton thread material. The trousers are suitable for casual occasions and feature a high-crotch design."
11587784,شلوار زنانه پاتن جامه مدل 101231010404846 رنگ مشکی,"This is a mom style, above-the-ankle trouser in black made of a cotton and linen blend, featuring a plain pattern. It has a buttoned waistband and a creased front, making it suitable for casual, formal, and party occasions."
11591158,شلوار زنانه اسمارا مدل 296220,"This is a knee-length, tight-fit trouser in blue, made of a blend of polyester, cotton thread, and elastane. It features a high waist and regular crotch, suitable for various occasions including sport, casual, formal, and party. The trouser is plain in pattern and is from a brand based in Sweden."
11644621,شلوار زنانه پاتن جامه مدل مام استایل 101231020011139,"This is a pair of mom-style, above-the-ankle trousers in brown, made of a cotton and linen blend. The trousers have a straight fit and feature belt loops, with a high-crotch design. They are suitable for various occasions including sport, casual, and parties. The pattern is plain."
11645068,شلوار زنانه پاتن جامه مدل مام استایل 101231020011335,"This is a mom-style, above-the-ankle trouser in green, made of a cotton and linen blend. It has a plain pattern and is suitable for various occasions including sport, casual, and party. The trouser features a high-crotch design."
11645304,شلوار زنانه پاتن جامه مدل مام استایل 101231020011846,"This is a black pair of mom style trousers with a regular fit and above the ankle length. The trousers are made of a cotton and linen blend and feature visible cuffs. They are designed for various occasions including sport, casual, and party."
11694970,شلوار زنانه اسمارا مدل  moj 24689 شیک و متالیک,"This is a tight-fitting, ankle-length trouser in brown, made of elastane, cotton fibers, polyester, linen, and cotton thread material. It has a regular crotch and features a glossy finish with a plain appearance, indicating no visible pattern. The trouser is suitable for various occasions including sport, casual, formal, and party. Both the brand and manufacturing are based in Germany."
11714207,سرهمی زنانه مدل تابستانه,"This is a straight-fitting, below-the-ankle jumpsuit in dusty pink, featuring off-the-shoulder décolleté neck and sleeveless design. It includes ruffled layers and a cinched waist with a bow. The jumpsuit is made of a material described as cloudy and windy and is suitable for various occasions including sport, casual, formal, and party."
11721144,سرهمی زنانه اسمارا مدل F24,"This is a loose-fitting, ankle-length jumpsuit in black, featuring a leopard print neckline. It has a sleeveless design and a regular crotch seam. The jumpsuit is made of polyester material and is suitable for sport, casual outings, or parties. The manufacturing is based in Germany."
11730849,شلوار زنانه مدل کارگو کد 701 رنگ مشکی,"This is a mom style, below the ankle trouser in black, made of tetron material. It features a loose-fitting design with a drawstring waist and a plain pattern. The trouser is suitable for various occasions including sport, casual, formal, and party."
11746315,شلوار زنانه نکست مدل Jack16,"This is a pair of mom-style, ankle-length trousers made from a dark, matte cotton fibers fabric with a striped pattern, suitable for casual, sport, or party occasions. The trousers feature a regular crotch."
11754684,شلوار زنانه مدل دمپا چاکدار کبریتی,"This is a flared, below-the-ankle trouser in black made of a blend of cotton, kashi, and cotton thread materials, featuring a plain pattern. It is suitable for various occasions, including sports, casual events, and parties. The manufacturing country is unknown."
11770529,شلوار زنانه اسمارا مدل d2144,"This is a loose-fitting, ankle-length trouser in navy blue, made of cotton material. It features buttoned pockets and a waistband with belt loops. The trouser is plain in pattern and suitable for both sport and casual occasions."
11783625,شلوار زنانه اسمارا مدل Kj10,"This is a cuffed, knee-length trouser in yellow with elastic cuffs at the ankles and a regular crotch. It is made of polyamide material and has a plain pattern. The trouser is suitable for various occasions including sport, casual, and party use. Both the brand and manufacturing are based in Germany."
11784596,شلوار زنانه سرژه مدل 208326 کمرکش دمپا دکمه دار رنگ سفید,"This is a straight-fit trouser in white, made of judeon and viscose fabric. It features an elastic waistband and a button at the bottom of the leg. The trouser length extends to the ankle and is suitable for various occasions including sport, casual outings, and parties."
11784736,شلوار زنانه سرژه مدل  208327 خمره ای کمر کش دار رنگ آبی کاربنی,"This is a straight-fitted trouser in blue, reaching to the ankle with a high waist. It is made of poplin material and features a plain pattern with no visible design elements. The trouser is suitable for casual, formal, and party occasions."
11840787,شلوار زنانه اسمارا مدل INA12,"This is a pair of tight-fitting, ankle-length pants in black with a glittery finish. The pants are made from a blend of elastane, polyester, and cotton materials. They are suitable for casual, formal, and party occasions. The manufacturing country is Germany. The pattern is plain."
11840931,شلوار زنانه اسمارا مدل INA13,"This is a pair of tight-fitting, ankle-length trousers in black, made from a blend of elastane, polyester, and cotton. They feature a shiny denim finish and have a visible label at the back of the waistband. The trousers are plain and suitable for casual, formal, and party occasions. They are manufactured in Germany."
11873524,شلوار زنانه لاوا استایلیش مدل دنس,"This is a loose-fitting, below-the-ankle trouser in black, made of nickel material with a plain pattern. It features a high-waisted design and is suitable for various occasions including sport, casual, formal, and party. Both the brand and manufacturing are based in Iran."
11900469,شلوار زنانه اسمارا مدل کتان مجلسی,"This is a pair of tight-fitting, ankle-length trousers with a floral pattern in shades of orange, brown, and green on a white background, suitable for casual, sport, and party occasions. The trousers are made of a blend of elastane and linen material and are from a brand based in Germany."
11908271,شلوار زنانه اسمارا مدل f-333 رنگ مشکی,"This is a regular-fitting trouser in black, made of a blend of elastane, polyester, and linen materials. It has a knee-length design with a regular crotch and a visible tag. The trouser is plain and suitable for various occasions, including sport, casual, formal, and party use. It is from a brand based in Germany."
11929550,شلوار زنانه پاتن جامه مدل 101231020053842,"This is a slash-fitting trouser in grey, designed to reach to the ankle. It features an elastic waistband, a regular crotch, and a visible button and zipper fly. The trouser is made from a blend of cotton, linen, and cotton thread materials. It is plain in pattern and suitable for various occasions including sport, casual, and party wear."
11929754,شلوار زنانه پاتن جامه مدل 101231020053454,"This is a pair of slash-fit, ankle-length trousers in beige or khaki color, made of cotton, linen, and cotton thread materials. The trousers have a single visible pocket on the front and are suitable for casual, sport, or party occasions. The pattern is plain."
11929856,شلوار زنانه پاتن جامه مدل 101231020053335,"This is a slash-fitting trouser in olive green, made from a blend of cotton, linen, and cotton thread materials. It features a regular crotch and a drawstring at the waist. The trouser has a length that reaches to the ankle and is suitable for various occasions such as sport, casual, and party."
11938311,سرهمی زنانه اسمارا مدل F06,"This is a regular-fitting, short-length jumpsuit in white cotton, featuring a sweetheart neckline and lace trim at the hem. It is sleeveless and suitable for casual occasions, sports, and parties. The jumpsuit is plain and is from a brand based in Germany."
11942479,شلوار زنانه اچ اند ام مدل N412,"This is a loose-fitting, khaki-colored trouser made from a cotton, linen, and lyocell blend. It has a regular crotch and reaches to the ankle, suitable for party occasions. The trouser has a plain pattern and is from a brand based in Sweden."
11945368,شلوار زنانه جین وست مدل کتان زمستانه کد 006,"This is a tight-fitting, ankle-length trouser in black, made of rayon, spandex, and nylon fabric. It features a plain pattern and is ideal for casual occasions. The trouser is from a brand based in Australia."
11960617,شلوار زنانه اسمارا مدل LS343,"This is a straight-fit trouser made of a blend of elastane, plant fibers, polyester, and viscose, featuring a checkered pattern with intersecting lines of different shades of grey on a black background. The trouser is knee-length, although the description also indicates above the ankle length. It is suitable for casual, formal, and party occasions. Both the brand and manufacturing are based in Germany."
11972104,شلوار زنانه ایزی دو مدل 2181297,"This is a pair of straight-fit, ankle-length green trousers with a plain pattern and a regular crotch. They are made of linen material and are ideal for casual occasions. Both the brand and manufacturing are based in Iran."
11972106,شلوار زنانه ایزی دو مدل 2181297,"This is a red, high-waisted, straight-fit trouser made of linen material with a plain pattern. It is designed for casual occasions and has a length that reaches to the ankle. The trouser is manufactured in Iran and is from a brand based in Iran."
11974391,سرهمی زنانه اسمارا مدل 363122,"This is a regular-fitting, ankle-length jumpsuit with a leopard print design in pink, black, and brown, featuring a turtleneck and long sleeves. It has a grey-lined hood and a regular crotch, suitable for various occasions including sport, casual, formal, and party. The jumpsuit is made of polyester material and is from a brand based in Sweden."
11974449,سرهمی زنانه اسمارا مدل 371827,"This is a regular-fitting, short jumpsuit made of linen and viscose. It features a layered design with adjustable straps and is sleeveless, suitable for casual, sport, formal, and party occasions. The jumpsuit is plain and from a brand based in Germany."
11974857,شلوار زنانه اسمارا مدل 371839,"This trouser is a regular-fitting, ankle-length garment in a pink shade, made of a blend of linen and cotton thread. It features a drawstring waist for adjustability and is ideal for various occasions including sports, casual, formal, and parties. The trouser is plain and is from a brand based in Germany."
11990563,سرهمی زنانه مدل شنلی تابستانی رنگ مشکی,"This is a loose-fitting black jumpsuit with ruffled straps and a cinched waist, suitable for casual occasions. It features a décolleté neck and is designed to the ankle length. The jumpsuit is sleeveless and made of cloudy and windy material. It is ideal for sporting, casual, and party occasions."
11998249,شلوار زنانه ترو مدل  moj 24689,"This is a slim-fitting, ankle-length trouser in black, made from a blend of elastane, cotton fibers, linen, and cotton thread. It has a regular crotch and no visible pattern, making it suitable for various occasions such as sport, casual, formal, and party. The trouser is manufactured and branded in Germany."
11999683,سرهمی زنانه اسمارا مدل  زیبا moj 24689,"This is a straight-fitting, short jumpsuit with a floral pattern featuring shades of green and white. It has a V-neckline and is sleeveless, made from a blend of cotton fibers and viscose. The jumpsuit is patterned and suitable for various occasions, including sport, casual, formal, and party. It is from a brand and manufactured in Germany."
12048449,سرهمی زنانه جوتی جینز مدل L-400,"This is a regular-fitting, knee-length dress in yellow, featuring a V-neckline and a ruched waistline. It is made of a polyester and spandex blend and is suitable for casual and party occasions. The dress is plain in pattern and is from a brand based in Australia."
12061057,دامن شلواری زنانه سرژه مدل 208330 رنگ قهوه ای,"This is a pair of loose-fitting, ankle-length brown trousers with an elastic waistband, suitable for casual occasions. The trousers have a high-crotch design and are made from a material described as cloudy and windy. They feature a plain pattern."
